,source,sentence1,sentence2,labels.label
6802,korsts_val,이는 기성 경제가 경쟁할 수 있는 유일한 수단입니다.라고 Barrett는 말했다.,이는 중국과 인도와 같은 빠르게 성장하는 경제와 경쟁할 수 있는 유일한 수단입니다.라고 Barrett는 말했다.,2.8
6804,korsts_val,라우터는 2004년 1분기에 구입할 수 있으며 약 200달러가 들 것이라고 회사는 말했다.,"넷기어는 WGT634u 슈퍼 무선 미디어 라우터의 가격을 책정하며, 2004년 1분기에 200 달러 미만으로 제공됩니다.",1.8
6810,korsts_val,미군은 월요일 수십 개의 목표물을 공격하여 6명의 게릴라를 죽이고 21명의 다른 사람들을 체포했다고 군은 밝혔다.,"미군은 월요일에 수십 개의 목표물을 공격하여 6명의 게릴라를 죽이고 24시간 동안 1,729 회 순찰과 25 회 급습 중 99명을 체포했습니다.",2.7
6811,korsts_val,"그들은 바가 ""어려운 분기""라고 불렀던 것에도 불구하고 히드로에서 비공식적인 산업 활동을 포함했다고 말했다.",바는 히드로 공항에서의 비공식적인 산업활동을 포함한 2분기는 어려웠다고 말했다.,3.0
6812,korsts_val,저자는 증언할 것으로 예상되는 몇몇 변호 전문가 중 한 명이다.,스피츠는 나중에 변호를 위해 증언할 것으로 예상된다.,1.9
6813,korsts_val,2년 만기 기록인 US2YT = RR은 월요일 늦게 1.16퍼센트에서 1.23%로 하락하며 5/32의 가격을 하락시켰다.,10년 만기 기준 US10yt = RR은 11/32의 가격 하락을 기록하며 월요일 늦게 3.17퍼센트에서 3.21퍼센트로 수익률을 기록했다.,2.9
6814,korsts_val,구조조정의 일환으로 페레그린은 작년에 구제 헬프 데스크 소프트웨어 부서를 BMC 소프트웨어 회사로 매각했다.,페레그린은 11월에 구제 사업부를 BMC 소프트웨어에 3억 5천 5백만 달러에 팔았다.,2.1
6816,korsts_val,바의 주식은 약간 더 강한 런던 시장 전체에서 164p의 최저치인 1420gt에 168펜스로 1.5% 하락했다.,BA의 주식은 더 강한 시장에서 164 펜스의 최저치인 0933 gmt에 165-1 / 4 펜스로 3% 하락했다.,2.9
6817,korsts_val,"회사들은, 키론 및 아벤티스 파스퇴르는 약 8천만 분량의 주사 백신을 만들었는데, 이는 일반적으로 미국의 수요를 충족시키기에 충분했을 것입니다.","키론과 아벤티스 파스퇴르는 8천만 분량을 함께 생산했으며, 일반적으로 미국의 수요에 충분하다고 관련 언론은 보도했다.",3.0
6818,korsts_val,"수사관들은 목요일 콘크리트 슬래브 아래에서 4인치 뼛조각을 발견했지만, 그것은 동물 뼈로 밝혀졌다고 당국은 말했다.","조사관들은 목요일 밤 4인치 뼛조각을 발견했지만, 당국은 그것이 동물에서 나온 것이라고 말했다.",3.1
6820,korsts_val,노스캐롤라이나의 윈스턴살렘사는 분기 동안 6개의 점포를 개설하여 총 282개의 점포를 열었다.,6개의 새로운 크리피 크림 매장이 1분기에 문을 열었고 총 매장 수는 282개로 늘어났습니다.,1.9
6821,korsts_val,이 보고서는 또한 올해 핫스팟 방문자가 930만 명에 이를 것이라고 주장하는데 이는 2002년의 미미한 250만 명에서 다시 증가한 것이다.,가트너는 2003년에 핫스팟을 찾는 방문객이 930만 명에 달할 것이라고 말했다. 2002년의 250만 명에서 증가했다.,3.1
6822,korsts_val,"고속도로에 갇혀있는 가족들은 차에 남아 있었고, 휴대폰을 사용하여 집에 전화했습니다.",고속도로에 갇혀있는 가족들은 그들의 차에 남아서 비상시에만 휴대폰을 사용하도록 촉구 받고 있었다.,3.0
6823,korsts_val,도시에서 자란 오염과 특히 오존은 시골 나무에서 더 강하다라고 코넬 대학의 생태 학자 질리안 그레그가 말한다.,"나는 이것이 반 직관적으로 들린다는 것을 알고 있지만, 그것은 사실입니다 : 도시 - 성장된 오염 - 특히 오존은 시골 나무에서 더 강합니다.라고 미국 생태 학자 질리언 그레그가 말했다.",2.7
6824,korsts_val,"스탠다드앤푸어의 500 지수는 4.77, 즉 0.5% 하락하여 929.62로 떨어졌습니다.",광범위한 스탠다드앤푸어 의 500 지수 .spx는 0.17 포인트 또는 단지 0.02%를 934로 줄였습니다.,2.2
6825,korsts_val,"다우존스 산업평균지수는 0.7퍼센트 하락한 9,547.43을 기록했고 S&P500지수는 0.8퍼센트 하락한 1,025.79를 기록했다.","다우존스 산업평균지수 <.dji>는 44포인트, 즉 0.46% 하락한 9,568을 기록했다.",2.7
6827,korsts_val,학교 관계자들은 밴-블리엣이 버스 라디오를 이용해 사고를 보고했다고 말했다.,또한 부상을 입은 반블리엣은 학교버스 라디오에 사고 전화를 걸었다.,1.9
6828,korsts_val,로버트 베넷 이사회 의장은 화요일 인사 문제에 대해 언급을 회피했다.,밀스 씨는 어제 인사 문제에 대해 논의한 적이 없다고 말하면서 언급을 피했다.,1.8
6829,korsts_val,"9월에 그가 떠났을 때, 전 최고 책임자인 미키 로빈슨은 대의명분을 위해 해고되었다고 그 회사는 말했다.",미키 로빈슨 최고 경영자는 9월에 해고되었다고 이 회사는 지난달 말했다.,3.1
6830,korsts_val,"경찰은 윌슨이 레이놀즈를 쐈고, 그녀의 어머니는 머리에 한 번 총을 맞고 자살했다고 믿고 있다.",경찰은 윌슨이 총을 자신에게 돌리기 전에 제니 매 로빈슨의 머리를 한 번 쐈다고 믿고 있다.,2.1
6831,korsts_val,"보안 소식통에 따르면, 런던 메트로폴리탄 경찰청장 존 스티븐스는 지난주 경고에 이어 자신의 병력을 최고 수준의 경계태세로 만들었다고 한다.",전보는 수도권 경찰청장인 존 스티븐스 경이 지난주에 자신의 병력을 최고 경보에 올렸다는 것을 밝힐 수 있다.,1.9
6832,korsts_val,Bulger의 형제는 현재 21건의 살인사건과 관련하여 조사된 기관의 '상위 10명의 수배자' 명단에 올라있다.,"전 FBI 정보원이었던 Bulger의 동생은 현재법 집행 기관의 ""상위 10명의 수배자"" 목록에 올라있다.",2.5
6834,korsts_val,유럽 연합은 기본적으로 결여되어 있다.라고 이탈리아 토스카나의 농업 장관인 티토 바르비니가 말했다.,이탈리아 토스카나의 농업부 장관인 티토 바르비니는 화요일 새크라멘토에서의 부재를 비난했다.,2.1
6835,korsts_val,"9초 후, 그것은 소리 장벽을 깨고 가파른 동력 상승을 계속했습니다.","9초 후, 우주선 1이 소리 장벽을 깼다고 회사는 말했다.",1.8
6836,korsts_val,비행기는 최대 이륙 무게의 100파운드 이내로 추정되었다.,1월 8일 추락한 미국 항공편 5481편은 최대 이륙 무게의 100파운드 이내로 판단되었다.,2.4
6838,korsts_val,그는 또한 이 학원이 다음 주에 남아있는 문제의 심각성을 상세히 기술한 자체 내부 보고서를 받을 것이라고 말했다.,"이 학원은 다음 주에 자체 내부 보고서를 받을 것이며 공개될 것입니다,라고 로사가 말했다.",2.5
6841,korsts_val,"블루칩 다우존스 산업평균지수는 1월 중순 이후 최고치를 기록하며 164포인트 즉 1.91% 오른 8,765.38을 기록했다.","블루칩 다우존스 산업평균지수는 97포인트, 즉 1.14%를 기록하며 8,699를 기록했다.",2.6
6843,korsts_val,로버트 드 니로의 친구들은 그가 어제 전립선암 진단을 받은 후 그를 둘러싸고 모여들었다.,할리우드 배우 로버트 드 니로가 전립선암 진단을 받았다고 오늘 그의 대변인이 말했다.,2.2
6844,korsts_val,"그러나 JT는 ""이 순간에 토론의 결과에 대해 확신하지 못했다""는 것을 분명히 하는 것을 조심했다.",그러나 우리는 이 순간에 토론의 결과에 대해 확신하지 못한다.,2.5
6845,korsts_val,핼리버튼의 주가는 어제 뉴욕 증권거래소에서 71센트 즉 3% 하락하여 21.59달러로 마감했다.,할리버튼 주가는 한낮에 뉴욕 증권 거래소의 주당 21.76달러로 54센트 즉 2.4% 하락했다.,2.4
6846,korsts_val,"꼬리를 흔들며, Abbey는 애너하임 컨벤션 센터에서 열리는 퍼스 소프트의 연례 고객 콘퍼런스에서 1만 명 이상의 참석자 군중 앞에서 콘웨이와 함께 무대에 올랐다.","월요일, Abbey는 연중 고객 회의에 참석한 1만 명의 참석자 앞에서 콘웨이와 함께 무대 위를 뛰어올라 왔다.",2.2
6847,korsts_val,"수요일 자정에 68%의 유권자가 ""세금에 대해"" 아니오라고 말했고, 투표의 97%가 집계되었다.","오늘 밤 97%의 선거구가 집계되면서, 유권자의 68%가 세금에 반대했다.",3.2
6848,korsts_val,그레이엄은 오늘 두 번째 1년 임기로 지명되고 선출될 것으로 예상되며 대통령 연설을 할 것이다.,"화요일 늦게, 그레이엄은 두 번째 1년 임기로 재선될 것으로 예상되었다.",2.5
6849,korsts_val,이러한 변경 사항은 많은 수의 기존 웹 페이지에 영향을 미칠 수 있습니다.이 성명서는 계속되었습니다.,"여전히, ie 의 변경은 W3c의 통지에 따르면 ""많은 수의 기존 웹 페이지에 영향을 줄 수 있습니다.""",2.3
6850,korsts_val,"바르비니는 연합이 미국과 타협을 할 수는 있지만, 그것은 산업이 성공적으로 여기서 싸웠던 식품을 라벨링 하는 시스템을 원한다고 말했다.","바르비니는 EU가 타협점에 도달할 수는 있지만, 그것은 산업이 저항해온 식품에 라벨을 붙이는 시스템을 원한다고 말했다.",3.1
6851,korsts_val,그 화재는 그 후 그 건물의 몇몇 주변 구조물로 번져 그것들을 파괴했다.,"화재는 그 건물의 몇몇 주변 구조물로 퍼져나갔고, 지휘관들이 소방관들을 제지하면서 그들을 파괴했다.",2.9
6852,korsts_val,"소식통에 따르면 요원들은 그가 들고 있던 ""여러 개의"" 서류를 압수했다고 한다.",요원들은 그의 소유로 있는 몇몇 기밀문서를 압수하고 그를 심문했다.,2.7
6854,korsts_val,나는 범죄 행위에 대한 특정 주장이 내 변호인에 반대로 개입되었다고 조언 받았다.라고 실버가 말했다.,나는 범죄 행위에 대한 특정 주장이 내 변호사인 J. Michael Boxley와 반대로 개입되었다고 조언 받았다. '은 성명서는 말했다. ,2.7
6855,korsts_val,이 새로운 연구는 곧 국립 과학 아카데미의 절차에 발표될 것이다.,그것은 앞으로 몇 주 안에 국립 과학 아카데미의 진행 절차의 웹사이트에 실릴 것이다.,2.5
6856,korsts_val,유죄 판결을 받은 두 명의 살인자와 다른 수감자가 수요일 번화가에서 울타리를 뚫고 주 교도소에서 탈출했다고 교정국 관계자가 말했다.,유죄 판결을 받은 살인자와 다른 두 명의 수감자들은 철조망이 달린 두 개의 울타리를 뚫고 번화가의 주립 교도소에서 탈출했다.,2.9
6857,korsts_val,"존 히켄루퍼는 65%의 득표율을 가지고 있었고, 시 감사관 돈 마레스는 35%의 득표율을 기록했다.","히켄루퍼는 화요일 결선투표에서 도시 감사관 돈 마레스 , 46세를 압도했다.",1.8
6858,korsts_val,영은 28일 동안 답변을 제출하고 NASD에 청문회를 요청할 수 있습니다.,"NASD 규정에 따라, Mr. Young은 응답을 제출하고 NASD 패널 앞에서 청문회를 요청할 수 있습니다.",3.1
6859,korsts_val,주식은 화요일에 투자자들이 경제의 완만한 개선을 암시하는 3대 보고서에도 불구하고 월요일의 큰 반등에서 이익을 현금화하기로 결정함에 따라 하락했다.,월스트리트는 투자자들이 월요일의 큰 반등에서 이익을 현금화하려는 충동에 대항하여 겸손한 경제 개선을 보여주는 3개의 보고서를 검토하면서 화요일 잠정적으로 더 높게 이동했다.,2.3
6861,korsts_val,셀렌스키는 벽을 타고 내려와 매트리스를 이용해 날카로운 철조망을 타고 넘어갔다.,셀렌스키는 매트리스를 사용하여 10피트짜리 날카로운 철조망을 넘었다고 피스키는 말했다.,2.4
6862,korsts_val,"일반적인 부작용으로는 코막힘, 콧물, 인후통, 기침 등이 있다고 FDA는 말했다.","비강 스프레이를 맞은 후 가장 흔한 부작용은 코막힘, 콧물, 인후통, 기침이었다.",2.1
6863,korsts_val,"셀렉션을 발표하면서 K마트 CEO인 줄리아 데이는 그레이가 소매 업체가 ""K마트의 독특한 강점을 새로운 미국 소비자에게 전달하는 창의적인 방법을 찾는 데 도움이 될 것""이라고 말했다.","함께, 우리는 K마트의 독특한 강점을 '새로운 미국'소비자에게 전달하는 창의적인 방법을 찾을 것입니다. """,2.1
6865,korsts_val,인텔은 오늘 여기 산호세에 있는 휴대폰과 휴대용 기기를 위한 차세대 X 스케일 프로세서의 세부사항을 공개했다.,"인텔은 수요일 휴대폰, PDA, 그리고 다른 무선 기기들을 위한 차세대 프로세서를 공개했다.",2.8
6866,korsts_val,수요일에 열린 제6차 미국 순회 항소법원은 논란이 되고 있는 후기 낙태 방법을 금지하는 오하이오 법이 헌법상의 소집을 통과하고 주가 이를 시행할 수 있다고 판결했다.,"논란이 되고 있는 후기 낙태 절차를 금지하는 오하이오 법은 헌법적으로 허용되고 주에서는 이를 시행할 수 있다""라고 어제 연방 항소법원이 판결했다.",3.2
6867,korsts_val,"나스닥 종합지수는 지난주 5.7% 상승한 후 20.59, 즉 1.3% 상승한 1,616.50을 기록했다.","기술 중심 나스닥 종합지수 <.ixic>는 19.11포인트, 즉 1.2% 오른 1,615.02를 기록했다.",2.7
